===== Starting battle of <BestOffense> vs <ReluctantRan> with memory tape size: 24 =====

[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-20 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 71< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-21 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 70< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-22 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 69< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-23 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 68< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-24 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 67< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-25 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 66< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-26 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 65< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-27 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 64< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-28 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 63< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-29 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 62< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 61< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-31 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 60< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 59< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-33 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 58< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-34 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 57< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-35 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 56< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-36 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 55< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-37 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 54< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-38 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 53< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-39 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 52< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-40 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 51< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-41 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 50< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-42 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 49< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-43 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 48< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-44 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 47< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-45 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 46< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-46 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 45< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-47 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 44< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-48 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 43< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-49 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 42< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | >-50 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 41< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 40< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 39< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 38< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 37< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 36< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 35< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 34< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 33< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-8 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 32< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-9 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 31< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-10 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 30< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-11 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 29< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-12 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 28< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-13 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 27< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-14 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 26< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-15 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 25< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-16 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 24< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-17 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 23< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-18 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 22< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-19 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 21< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-20 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 20< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-21 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 19< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-22 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 18< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-23 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 17< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-24 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 16< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-25 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 15< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-26 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 14< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-27 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 13< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-28 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 12< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-29 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 11< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 10< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-31 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 9< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-32 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 8< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-33 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-34 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 6< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-35 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 5< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-36 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-37 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-38 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-39 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-40 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-41 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-42 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-43 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-44 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-45 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-46 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-47 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -7< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-48 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -8< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-49 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -9< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-50 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -10< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | -11< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | -12< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | -13< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | -14< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | -15< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | -16< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | -17< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | -18< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-8 | 0 | 0 | 0 | 0 | 0 | 0 | -19< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-9 | 0 | 0 | 0 | 0 | 0 | 0 | -20< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-10 | 0 | 0 | 0 | 0 | 0 | 0 | -21< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-11 | 0 | 0 | 0 | 0 | 0 | 0 | -22< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-12 | 0 | 0 | 0 | 0 | 0 | 0 | -23< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-13 | 0 | 0 | 0 | 0 | 0 | 0 | -24< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-14 | 0 | 0 | 0 | 0 | 0 | 0 | -25< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-15 | 0 | 0 | 0 | 0 | 0 | 0 | -26< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-16 | 0 | 0 | 0 | 0 | 0 | 0 | -27< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-17 | 0 | 0 | 0 | 0 | 0 | 0 | -28< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-18 | 0 | 0 | 0 | 0 | 0 | 0 | -29< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-19 | 0 | 0 | 0 | 0 | 0 | 0 | -30< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-20 | 0 | 0 | 0 | 0 | 0 | 0 | -31< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-21 | 0 | 0 | 0 | 0 | 0 | 0 | -32< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-22 | 0 | 0 | 0 | 0 | 0 | 0 | -33< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-23 | 0 | 0 | 0 | 0 | 0 | 0 | -34< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-24 | 0 | 0 | 0 | 0 | 0 | 0 | -35< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-25 | 0 | 0 | 0 | 0 | 0 | 0 | -36< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-26 | 0 | 0 | 0 | 0 | 0 | 0 | -37< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-27 | 0 | 0 | 0 | 0 | 0 | 0 | -38< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-28 | 0 | 0 | 0 | 0 | 0 | 0 | -39< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-29 | 0 | 0 | 0 | 0 | 0 | 0 | -40< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-30 | 0 | 0 | 0 | 0 | 0 | 0 | -41< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-31 | 0 | 0 | 0 | 0 | 0 | 0 | -42< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-32 | 0 | 0 | 0 | 0 | 0 | 0 | -43< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-33 | 0 | 0 | 0 | 0 | 0 | 0 | -44< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-34 | 0 | 0 | 0 | 0 | 0 | 0 | -45< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-35 | 0 | 0 | 0 | 0 | 0 | 0 | -46< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-36 | 0 | 0 | 0 | 0 | 0 | 0 | -47< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-37 | 0 | 0 | 0 | 0 | 0 | 0 | -48< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-38 | 0 | 0 | 0 | 0 | 0 | 0 | -49< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-39 | 0 | 0 | 0 | 0 | 0 | 0 | -50< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-40 | 0 | 0 | 0 | 0 | 0 | 0 | -51< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-41 | 0 | 0 | 0 | 0 | 0 | 0 | -52< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-42 | 0 | 0 | 0 | 0 | 0 | 0 | -53< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-43 | 0 | 0 | 0 | 0 | 0 | 0 | -54< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-44 | 0 | 0 | 0 | 0 | 0 | 0 | -55< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-45 | 0 | 0 | 0 | 0 | 0 | 0 | -56< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-46 | 0 | 0 | 0 | 0 | 0 | 0 | -57< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-47 | 0 | 0 | 0 | 0 | 0 | 0 | -58< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-48 | 0 | 0 | 0 | 0 | 0 | 0 | -59< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-49 | 0 | 0 | 0 | 0 | 0 | 0 | -60< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-50 | 0 | 0 | 0 | 0 | 0 | 0 | -61< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >0 | 0 | 0 | 0 | 0 | 0 | -62< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-1 | 0 | 0 | 0 | 0 | 0 | -63< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-2 | 0 | 0 | 0 | 0 | 0 | -64< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-3 | 0 | 0 | 0 | 0 | 0 | -65< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-4 | 0 | 0 | 0 | 0 | 0 | -66< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-5 | 0 | 0 | 0 | 0 | 0 | -67< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-6 | 0 | 0 | 0 | 0 | 0 | -68< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-7 | 0 | 0 | 0 | 0 | 0 | -69< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-8 | 0 | 0 | 0 | 0 | 0 | -70< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-9 | 0 | 0 | 0 | 0 | 0 | -71< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-10 | 0 | 0 | 0 | 0 | 0 | -72< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-11 | 0 | 0 | 0 | 0 | 0 | -73< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-12 | 0 | 0 | 0 | 0 | 0 | -74< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-13 | 0 | 0 | 0 | 0 | 0 | -75< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-14 | 0 | 0 | 0 | 0 | 0 | -76< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-15 | 0 | 0 | 0 | 0 | 0 | -77< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-16 | 0 | 0 | 0 | 0 | 0 | -78< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-17 | 0 | 0 | 0 | 0 | 0 | -79< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-18 | 0 | 0 | 0 | 0 | 0 | -80< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-19 | 0 | 0 | 0 | 0 | 0 | -81< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-20 | 0 | 0 | 0 | 0 | 0 | -82< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-21 | 0 | 0 | 0 | 0 | 0 | -83< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-22 | 0 | 0 | 0 | 0 | 0 | -84< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-23 | 0 | 0 | 0 | 0 | 0 | -85< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-24 | 0 | 0 | 0 | 0 | 0 | -86< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-25 | 0 | 0 | 0 | 0 | 0 | -87< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-26 | 0 | 0 | 0 | 0 | 0 | -88< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-27 | 0 | 0 | 0 | 0 | 0 | -89< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-28 | 0 | 0 | 0 | 0 | 0 | -90< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-29 | 0 | 0 | 0 | 0 | 0 | -91< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-30 | 0 | 0 | 0 | 0 | 0 | -92< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-31 | 0 | 0 | 0 | 0 | 0 | -93< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-32 | 0 | 0 | 0 | 0 | 0 | -94< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-33 | 0 | 0 | 0 | 0 | 0 | -95< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-34 | 0 | 0 | 0 | 0 | 0 | -96< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-35 | 0 | 0 | 0 | 0 | 0 | -97< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-36 | 0 | 0 | 0 | 0 | 0 | -98< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-37 | 0 | 0 | 0 | 0 | 0 | -99< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-38 | 0 | 0 | 0 | 0 | 0 | -100< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-39 | 0 | 0 | 0 | 0 | 0 | -101< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-40 | 0 | 0 | 0 | 0 | 0 | -102< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-41 | 0 | 0 | 0 | 0 | 0 | -103< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-42 | 0 | 0 | 0 | 0 | 0 | -104< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-43 | 0 | 0 | 0 | 0 | 0 | -105< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-44 | 0 | 0 | 0 | 0 | 0 | -106< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-45 | 0 | 0 | 0 | 0 | 0 | -107< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-46 | 0 | 0 | 0 | 0 | 0 | -108< ]
[ 128 | 0 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | -50 | >-47 | 0 | 0 | 0 | 0 | 0 | -109< ]
